state,county,Donald Trump,Right_Joe Biden,Sum_total_votes,Trump ratio,Biden ratio
Oklahoma,Stephens County,15560,3154,19057,0.816497875,0.16550349
Oklahoma,Texas County,4505,894,5521,0.815975367,0.161927187
Oklahoma,Tillman County,2076,597,2708,0.76661743,0.220457903
Oklahoma,Tulsa County,150574,108996,266678,0.564628503,0.40871763
Oklahoma,Wagoner County,26165,8464,35338,0.740421076,0.239515536
Oklahoma,Washington County,17076,5790,23501,0.726607378,0.246372495
Oklahoma,Washita County,4086,598,4777,0.855348545,0.125183169
Oklahoma,Woods County,2993,591,3678,0.813757477,0.160685155
Oklahoma,Woodward County,6611,1005,7785,0.849197174,0.129094412
Oregon,Baker County,7352,2346,9932,0.740233588,0.236206202
Oregon,Benton County,14878,35827,52799,0.28178564,0.678554518
Oregon,Clackamas County,110509,139043,257679,0.428863043,0.539597717
Oregon,Clatsop County,10218,12916,23910,0.427352572,0.540192388
Oregon,Columbia County,17150,13835,32221,0.532261569,0.429378356
Oregon,Coos County,21829,14243,37075,0.588779501,0.384167229
Oregon,Crook County,11287,3801,15448,0.730644744,0.246051269
Oregon,Curry County,8484,6058,14925,0.568442211,0.405896147
Oregon,Deschutes County,55646,65962,125234,0.444336203,0.526709999
Oregon,Douglas County,43298,19160,64349,0.672862049,0.297751325
Oregon,Gilliam County,834,324,1178,0.707979626,0.275042445
Oregon,Grant County,3545,929,4596,0.771322889,0.202132289
Oregon,Harney County,3475,894,4481,0.775496541,0.199509038
Oregon,Hood River County,3955,8764,13090,0.302139037,0.669518717
Oregon,Jackson County,63869,59478,127165,0.502252978,0.467723037
Oregon,Jefferson County,7189,4393,11913,0.603458407,0.36875682
Oregon,Josephine County,31751,18451,51641,0.614840921,0.357293623
Oregon,Klamath County,25308,10388,36726,0.689103088,0.282851386
Oregon,Lake County,3470,792,4363,0.795324318,0.181526473
Oregon,Lane County,80336,134366,222253,0.361461938,0.604563268
Oregon,Lincoln County,12460,17385,30726,0.405519755,0.565807459
Oregon,Linn County,43486,26512,72640,0.598650881,0.364977974
Oregon,Malheur County,8187,3260,11804,0.693578448,0.276177567
Oregon,Marion County,79002,80872,165534,0.477255428,0.488552201
Oregon,Morrow County,3586,1371,5118,0.700664322,0.267878077
Oregon,Multnomah County,82995,367249,463659,0.179000084,0.792067015
Oregon,Polk County,23732,22917,48291,0.491437328,0.474560477
Oregon,Sherman County,921,260,1208,0.762417219,0.215231788
Oregon,Tillamook County,8354,8066,16888,0.494670772,0.477617243
Oregon,Umatilla County,21270,10707,33038,0.643804104,0.324081361
Oregon,Union County,10298,4254,14944,0.689105996,0.284662741
Oregon,Wallowa County,3404,1625,5149,0.661099243,0.315595261
Oregon,Wasco County,7035,6604,14130,0.497876858,0.467374381
Oregon,Washington County,99073,209940,320326,0.309288038,0.655394817
Oregon,Wheeler County,711,217,965,0.736787565,0.224870466
Oregon,Yamhill County,29551,27174,58923,0.501518931,0.461178148
Pennsylvania,Adams County,37523,18207,56714,0.661617943,0.321031844
Pennsylvania,Allegheny County,282913,430759,724800,0.390332506,0.594314294
Pennsylvania,Armstrong County,27489,8457,36370,0.755815232,0.232526808
Pennsylvania,Beaver County,54759,38122,94122,0.581787467,0.405027517
Pennsylvania,Bedford County,23025,4367,27574,0.835025749,0.15837383
Pennsylvania,Berks County,109736,92895,205540,0.533891213,0.451955824
Pennsylvania,Blair County,45306,17636,63595,0.712414498,0.277317399
Pennsylvania,Bradford County,21600,8046,30159,0.716204118,0.266786034
Pennsylvania,Bucks County,187367,204712,396234,0.472869567,0.516644205
Pennsylvania,Butler County,74359,37508,113305,0.656272892,0.3310357
Pennsylvania,Cambria County,48085,21730,70574,0.681341571,0.307903761
Pennsylvania,Cameron County,1771,634,2434,0.727608874,0.260476582
Pennsylvania,Carbon County,21984,11212,33629,0.65372149,0.333402718
Pennsylvania,Centre County,36372,40055,77493,0.469358523,0.516885396
Pennsylvania,Chester County,128565,182372,315753,0.407169528,0.577578044
Pennsylvania,Clarion County,14578,4678,19493,0.747858206,0.239983584
Pennsylvania,Clearfield County,29203,9673,39496,0.739391331,0.244910877
Pennsylvania,Clinton County,11902,5502,17625,0.67529078,0.312170213
Pennsylvania,Columbia County,20098,10532,31171,0.644765968,0.337878156
Pennsylvania,Crawford County,28559,12924,42004,0.679911437,0.307684982
Pennsylvania,Cumberland County,77212,62245,141595,0.545301741,0.439598856
Pennsylvania,Dauphin County,66408,78983,147368,0.450627002,0.535957603
Pennsylvania,Delaware County,118532,206423,329006,0.360273065,0.62741409
Pennsylvania,Elk County,12140,4522,16906,0.718088253,0.267479002
Pennsylvania,Erie County,66869,68286,137083,0.487799362,0.498136166
Pennsylvania,Fayette County,41227,20444,62139,0.663464169,0.329004329
Pennsylvania,Forest County,1882,728,2646,0.711262283,0.275132275
Pennsylvania,Franklin County,57245,22422,80783,0.708626815,0.277558397
Pennsylvania,Fulton County,6824,1085,7977,0.855459446,0.136016046
Pennsylvania,Greene County,12579,4911,17669,0.71192484,0.277944422
Pennsylvania,Huntingdon County,17061,5445,22792,0.748552124,0.238899614
Pennsylvania,Indiana County,28089,12634,41198,0.681804942,0.306665372
Pennsylvania,Jefferson County,17960,4527,22824,0.786890992,0.198343849
Pennsylvania,Juniata County,9649,2253,12043,0.801212323,0.187079631
Pennsylvania,Lackawanna County,52334,61991,115410,0.453461572,0.537137163
Pennsylvania,Lancaster County,160209,115847,281375,0.569378943,0.411717459
Pennsylvania,Lawrence County,29597,15978,46076,0.642351767,0.346774894
Pennsylvania,Lebanon County,46731,23932,71858,0.650324251,0.333045729
Pennsylvania,Lehigh County,84259,98288,184713,0.456161721,0.532111979
Pennsylvania,Luzerne County,86929,64873,153321,0.566973865,0.423118816
Pennsylvania,Lycoming County,41462,16971,59254,0.699733351,0.286411044
Pennsylvania,McKean County,14083,5098,19466,0.723466557,0.261892531
Pennsylvania,Mercer County,36143,21067,57954,0.623649791,0.363512441
Pennsylvania,Mifflin County,16670,4603,21502,0.775276718,0.214073109
Pennsylvania,Monroe County,38726,44060,83829,0.461964237,0.525593768
Pennsylvania,Montgomery County,185460,319511,510157,0.363535147,0.626299355
Pennsylvania,Montour County,5844,3771,9817,0.595293878,0.384129571
Pennsylvania,Northampton County,83854,85087,171399,0.489232726,0.496426467
Pennsylvania,Northumberland County,28952,12677,42283,0.684719627,0.299813164
Pennsylvania,Perry County,18293,5950,24652,0.742049327,0.241359727
Pennsylvania,Philadelphia County,132740,603790,741377,0.179045209,0.814416957
Pennsylvania,Pike County,19213,13019,32554,0.59018861,0.399920133
Pennsylvania,Potter County,7239,1726,9064,0.798654016,0.190423654
Pennsylvania,Schuylkill County,48871,20727,70603,0.692194383,0.293571095
Pennsylvania,Snyder County,13983,4910,19140,0.730564263,0.256530825
Pennsylvania,Somerset County,31466,8654,40543,0.776114249,0.213452384
Pennsylvania,Sullivan County,2619,921,3595,0.728511822,0.256189152
Pennsylvania,Susquehanna County,15207,6236,21752,0.699108128,0.286686282
Pennsylvania,Tioga County,15742,4955,21075,0.746951364,0.235112693
Pennsylvania,Union County,12356,7475,20115,0.614267959,0.371613224
Pennsylvania,Venango County,18569,7585,26528,0.699977382,0.285924306
Pennsylvania,Warren County,14237,6066,20650,0.689443099,0.293753027
Pennsylvania,Washington County,72080,45088,118478,0.608382991,0.380560104
Pennsylvania,Wayne County,18637,9191,28089,0.663498167,0.32720994
Pennsylvania,Westmoreland County,130218,72129,205183,0.634643221,0.351534971
Pennsylvania,Wyoming County,9936,4704,14858,0.66873065,0.316597119
Pennsylvania,York County,146733,88114,238471,0.615307522,0.369495662
Rhode Island,Barrington,2889,7713,10832,0.266709749,0.712056869
Rhode Island,Bristol,4595,6813,11657,0.394183752,0.584455692
Rhode Island,Burrillville,4906,3434,8538,0.574607636,0.402201921
Rhode Island,Central Falls,1113,3073,4272,0.260533708,0.719335206
Rhode Island,Charlestown,2198,2909,5220,0.421072797,0.557279693
Rhode Island,Coventry,10461,9123,20004,0.522945411,0.456058788
Rhode Island,Cranston,17313,23039,41053,0.421723138,0.561201374
Rhode Island,Cumberland,8418,10869,19678,0.427787377,0.552342718
Rhode Island,East Greenwich,3227,5218,8647,0.373193015,0.603446282
Rhode Island,East Providence,7930,14735,23153,0.342504211,0.636418607
Rhode Island,Exeter,2009,1974,4082,0.492160706,0.483586477
Rhode Island,Foster,1582,1224,2865,0.552181501,0.427225131
Rhode Island,Glocester,3351,2638,6113,0.548176018,0.431539342
Rhode Island,Hopkinton,2423,2298,4846,0.5,0.47420553
Rhode Island,Jamestown,1212,2795,4084,0.296767875,0.684378061
Rhode Island,Johnston,8222,6838,15263,0.538688331,0.448011531
Rhode Island,Lincoln,5779,6633,12671,0.456080814,0.52347881
Rhode Island,Little Compton,951,1524,2535,0.375147929,0.601183432
Rhode Island,Middletown,2885,5529,8608,0.335153346,0.64230948
Rhode Island,Narragansett,3551,5333,9030,0.39324474,0.590586932
Rhode Island,New Shoreham,195,748,955,0.204188482,0.783246073
Rhode Island,Newport,2662,7866,10712,0.248506348,0.734316654
Rhode Island,North Kingstown,6633,10534,17577,0.377368152,0.599305911
Rhode Island,North Providence,7129,9438,16851,0.423060946,0.560085455
Rhode Island,North Smithfield,3550,3507,7206,0.492645018,0.486677769
Rhode Island,Pawtucket,7257,18053,25788,0.281409958,0.700054289
Rhode Island,Portsmouth,3995,6649,10917,0.365943025,0.609050105
Rhode Island,Providence,10186,45941,57167,0.178179719,0.803627967
Rhode Island,Richmond,2343,2346,4808,0.487312812,0.487936772
Rhode Island,Scituate,3806,2735,6683,0.569504713,0.409247344
Rhode Island,Smithfield,5744,5566,11528,0.498265094,0.482824427
Rhode Island,South Kingstown,5003,11254,16688,0.299796261,0.674376798
Rhode Island,Tiverton,4017,5123,9292,0.432307361,0.551334481
Rhode Island,Warren,2261,3524,5926,0.381538981,0.594667567
Rhode Island,Warwick,19578,25845,46441,0.42156715,0.556512564
Rhode Island,West Greenwich,2242,1693,4000,0.5605,0.42325
Rhode Island,West Warwick,6493,7234,14001,0.463752589,0.51667738
Rhode Island,Westerly,5463,7153,12854,0.42500389,0.556480473
Rhode Island,Woonsocket,6265,7289,13838,0.452738835,0.526737968
South Carolina,Abbeville County,8215,4101,12433,0.660741575,0.329847985
South Carolina,Aiken County,51589,32275,85185,0.605611317,0.378881258
South Carolina,Allendale County,835,2718,3593,0.232396326,0.756470916
South Carolina,Anderson County,67565,27169,96093,0.703120935,0.282736516
South Carolina,Bamberg County,2417,4010,6482,0.372878741,0.618636223
South Carolina,Barnwell County,5492,4720,10321,0.532118981,0.457320027
South Carolina,Beaufort County,53194,43419,97835,0.543711351,0.443798232
South Carolina,Berkeley County,57397,45223,104458,0.54947443,0.432929981
South Carolina,Calhoun County,4305,3905,8291,0.519237728,0.470992643
South Carolina,Charleston County,93297,121485,218857,0.426292054,0.555088482
South Carolina,Cherokee County,18043,6983,25270,0.714008706,0.276335576
South Carolina,Chester County,8660,6941,15757,0.549597005,0.440502634
South Carolina,Chesterfield County,11297,7431,18876,0.598484848,0.393674507
South Carolina,Clarendon County,8361,8250,16733,0.499671308,0.49303771
South Carolina,Colleton County,10440,8602,19283,0.541409532,0.446092413
South Carolina,Darlington County,16832,15220,32417,0.519233735,0.46950674
South Carolina,Dillon County,6582,6436,13101,0.502404397,0.491260209
South Carolina,Dorchester County,41913,33824,77278,0.542366521,0.437692487
South Carolina,Edgefield County,8184,4953,13304,0.615153337,0.372294047
South Carolina,Fairfield County,4625,7382,12136,0.381097561,0.608272907
South Carolina,Florence County,32615,31153,64510,0.50558053,0.482917377
South Carolina,Georgetown County,20487,15822,36668,0.558716047,0.4314934
South Carolina,Greenville County,150021,103030,258155,0.581127617,0.399101315
South Carolina,Greenwood County,19431,12145,32006,0.607104918,0.379460101
South Carolina,Hampton County,3906,5323,9305,0.419774315,0.572058033
South Carolina,Horry County,118821,59180,179744,0.661056836,0.329246039
South Carolina,Jasper County,7078,7185,14394,0.491732666,0.499166319
South Carolina,Kershaw County,20471,12699,33629,0.60873056,0.377620506
South Carolina,Lancaster County,30312,18937,49868,0.60784471,0.37974252
South Carolina,Laurens County,20004,10159,30488,0.656127001,0.333213067
South Carolina,Lee County,3008,5329,8431,0.356778555,0.632072115
South Carolina,Lexington County,92817,49301,144568,0.642030048,0.34102291
South Carolina,Marion County,5711,8872,14704,0.388397715,0.603373232
South Carolina,Marlboro County,5044,6290,11446,0.440677966,0.549536956
South Carolina,McCormick County,2958,2687,5697,0.519220642,0.471651747
South Carolina,Newberry County,11443,6958,18631,0.614191401,0.373463582
South Carolina,Oconee County,29698,10414,40668,0.730254746,0.256073571
South Carolina,Orangeburg County,13603,27295,41205,0.330129839,0.662419609
South Carolina,Pickens County,42907,13645,57546,0.745612206,0.237114656
South Carolina,Richland County,58313,132570,193822,0.30085852,0.683978083
South Carolina,Saluda County,6210,2963,9274,0.669613975,0.319495363
South Carolina,Spartanburg County,93560,52926,148655,0.629376745,0.356032424
South Carolina,Sumter County,21000,27379,48920,0.429272281,0.559668847
South Carolina,Union County,8183,4935,13257,0.617258807,0.372256167
South Carolina,Williamsburg County,5532,10289,15985,0.346074445,0.643665937
South Carolina,York County,82727,59008,144050,0.574293648,0.409635543
South Dakota,Aurora County,1052,317,1405,0.748754448,0.225622776
South Dakota,Beadle County,4808,2107,7081,0.679000141,0.297556842
South Dakota,Bennett County,694,466,1183,0.586644125,0.393913779
South Dakota,Bon Homme County,2235,721,3001,0.744751749,0.240253249
South Dakota,Brookings County,8000,6110,14567,0.549186517,0.419441203
South Dakota,Brown County,10580,6538,17547,0.602952072,0.372599305
South Dakota,Brule County,1750,673,2490,0.702811245,0.270281124
South Dakota,Buffalo County,183,352,549,0.333333333,0.641165756
South Dakota,Butte County,3731,939,4802,0.77696793,0.195543524
South Dakota,Campbell County,747,117,873,0.855670103,0.134020619
South Dakota,Charles Mix County,2552,1177,3783,0.674596881,0.311128734
South Dakota,Clark County,1373,437,1850,0.742162162,0.236216216
South Dakota,Clay County,2456,3083,5698,0.431028431,0.541067041
South Dakota,Codington County,8958,3837,13161,0.680647367,0.291543196
South Dakota,Corson County,647,622,1283,0.504286828,0.484801247
South Dakota,Custer County,3852,1522,5494,0.701128504,0.277029487
South Dakota,Davison County,5613,2648,8454,0.663946061,0.313224509
South Dakota,Day County,1869,1052,2964,0.630566802,0.354925776
South Dakota,Deuel County,1699,609,2350,0.722978723,0.259148936
South Dakota,Dewey County,790,1131,1966,0.401831129,0.575279756
South Dakota,Douglas County,1468,216,1707,0.859988284,0.126537786
South Dakota,Edmunds County,1538,417,1985,0.774811083,0.210075567
South Dakota,Fall River County,2878,1053,4042,0.712023751,0.260514597
South Dakota,Faulk County,964,198,1182,0.815566836,0.16751269
South Dakota,Grant County,2618,1056,3745,0.699065421,0.281975968
South Dakota,Gregory County,1771,455,2258,0.784322409,0.201505757
South Dakota,Haakon County,1026,105,1137,0.90237467,0.092348285
South Dakota,Hamlin County,2372,647,3083,0.769380474,0.209860525
South Dakota,Hand County,1433,373,1836,0.780501089,0.203159041
South Dakota,Hanson County,1793,557,2388,0.750837521,0.233249581
South Dakota,Harding County,748,49,813,0.9200492,0.060270603
South Dakota,Hughes County,5522,2953,8723,0.633039092,0.338530322
South Dakota,Hutchinson County,2944,762,3767,0.781523759,0.202282984
South Dakota,Hyde County,564,136,710,0.794366197,0.191549296
South Dakota,Jackson County,738,359,1115,0.661883408,0.321973094
South Dakota,Jerauld County,721,270,1006,0.716699801,0.268389662
South Dakota,Jones County,498,90,599,0.831385643,0.150250417
South Dakota,Kingsbury County,1904,819,2779,0.685138539,0.294710327
South Dakota,Lake County,3681,2068,5873,0.626766559,0.352119871
South Dakota,Lawrence County,8753,4537,13828,0.632991033,0.328102401
South Dakota,Lincoln County,19617,11981,32396,0.605537721,0.369829609
South Dakota,Lyman County,1042,525,1597,0.652473388,0.32874139
South Dakota,Marshall County,1287,858,2178,0.590909091,0.393939394
South Dakota,McCook County,2068,769,2900,0.713103448,0.265172414
South Dakota,McPherson County,1075,222,1324,0.811933535,0.167673716
South Dakota,Meade County,9875,3285,13670,0.722384784,0.240307242
South Dakota,Mellette County,449,298,769,0.583875163,0.387516255
South Dakota,Miner County,787,320,1138,0.691564148,0.281195079
South Dakota,Minnehaha County,49249,40482,92326,0.533425037,0.438468037
South Dakota,Moody County,1951,1179,3206,0.608546475,0.367747973
South Dakota,Oglala Lakota County,297,2829,3200,0.0928125,0.8840625
South Dakota,Pennington County,35063,20606,57518,0.609600473,0.358253069
South Dakota,Perkins County,1401,239,1669,0.839424805,0.143199521
South Dakota,Potter County,1139,227,1380,0.825362319,0.164492754
South Dakota,Roberts County,2404,1828,4307,0.558161133,0.424425354
South Dakota,Sanborn County,905,257,1185,0.76371308,0.216877637
South Dakota,Spink County,2104,998,3163,0.665191274,0.315523237
South Dakota,Stanley County,1203,421,1652,0.728208232,0.254842615
South Dakota,Sully County,726,185,930,0.780645161,0.198924731
South Dakota,Todd County,532,1963,2539,0.209531312,0.773139031
South Dakota,Tripp County,2161,495,2696,0.801557864,0.183605341
South Dakota,Turner County,3290,1139,4548,0.723394899,0.250439754
South Dakota,Union County,5944,2725,8855,0.671259176,0.307735743
South Dakota,Walworth County,1966,565,2580,0.762015504,0.218992248
South Dakota,Yankton County,6581,4016,10900,0.603761468,0.368440367
South Dakota,Ziebach County,404,481,906,0.445916115,0.530905077
Tennessee,Anderson County,23184,11741,35570,0.651785212,0.330081529
Tennessee,Bedford County,14354,4453,19088,0.75199078,0.23328793
Tennessee,Benton County,5668,1529,7260,0.780716253,0.210606061
Tennessee,Bledsoe County,4725,971,5758,0.82059743,0.168634943
Tennessee,Blount County,47369,17932,66609,0.711150145,0.269212869
Tennessee,Bradley County,35204,9851,45865,0.767556961,0.214782514
Tennessee,Campbell County,12331,2441,14933,0.825755039,0.16346347
Tennessee,Cannon County,5190,1261,6557,0.791520512,0.192313558
Tennessee,Carroll County,9205,2559,11905,0.773204536,0.214951701
Tennessee,Carter County,19584,4529,24492,0.799608035,0.184917524
Tennessee,Cheatham County,14438,5514,20260,0.712635735,0.272161895
Tennessee,Chester County,5952,1412,7584,0.784810127,0.186181435
Tennessee,Claiborne County,10604,2202,12945,0.819157976,0.170104287
Tennessee,Clay County,2733,735,3506,0.779520821,0.209640616
Tennessee,Cocke County,12162,2533,14859,0.818493842,0.170469076
Tennessee,Coffee County,17883,5705,24282,0.73647146,0.234947698
Tennessee,Crockett County,4673,1382,6114,0.764311416,0.2260386
Tennessee,Cumberland County,25168,6728,32279,0.779701973,0.208432727
Tennessee,Davidson County,100218,199703,309658,0.32364092,0.644914712
Tennessee,DeKalb County,6672,1750,8513,0.783742511,0.205567955
Tennessee,Decatur County,4229,904,5241,0.806907079,0.172486167
Tennessee,Dickson County,17643,6106,24323,0.725362825,0.251038112
Tennessee,Dyer County,11768,3158,15079,0.780423105,0.209430334
Tennessee,Fayette County,15690,7027,22984,0.682648799,0.305734424
Tennessee,Fentress County,7441,1214,8729,0.85244587,0.139076641
Tennessee,Franklin County,13987,4864,19132,0.731078821,0.254233745
Tennessee,Gibson County,16259,5771,22335,0.7279606,0.258383703
Tennessee,Giles County,9784,3298,13203,0.741043702,0.249791714
Tennessee,Grainger County,8565,1467,10134,0.84517466,0.144760213
Tennessee,Greene County,22259,5199,28087,0.792501869,0.185103429
Tennessee,Grundy County,4802,988,5855,0.820153715,0.168744663
Tennessee,Hamblen County,18811,5500,24631,0.763712395,0.223295847
Tennessee,Hamilton County,92108,75522,171113,0.538287564,0.441357466
Tennessee,Hancock County,2372,362,2744,0.864431487,0.131924198
Tennessee,Hardeman County,5760,4180,10063,0.572393918,0.415383087
Tennessee,Hardin County,9559,1775,11538,0.828479806,0.153839487
Tennessee,Hawkins County,20405,4083,24824,0.821986787,0.164477925
Tennessee,Haywood County,3343,4012,7439,0.449388359,0.539319801
Tennessee,Henderson County,9797,2092,12020,0.815058236,0.174043261
Tennessee,Henry County,11239,3548,15047,0.746926298,0.235794511
Tennessee,Hickman County,7577,2130,9832,0.770646867,0.216639544
Tennessee,Houston County,2718,871,3686,0.737384699,0.236299512
Tennessee,Humphreys County,6120,2017,8236,0.743079165,0.244900437
Tennessee,Jackson County,4118,1135,5323,0.773623896,0.213225625
Tennessee,Jefferson County,18651,4654,23616,0.789761179,0.197069783
Tennessee,Johnson County,6468,1246,7801,0.829124471,0.159723112
Tennessee,Knox County,124540,91422,220556,0.56466385,0.414506973
Tennessee,Lake County,1492,526,2034,0.73352999,0.258603736
Tennessee,Lauderdale County,5674,3193,8965,0.632905745,0.356162856
Tennessee,Lawrence County,15334,3195,18718,0.819211454,0.170691313
Tennessee,Lewis County,4474,1072,5609,0.797646639,0.191121412
Tennessee,Lincoln County,12281,2919,15608,0.786840082,0.187019477
Tennessee,Loudon County,21713,6948,29347,0.739871196,0.236753331
Tennessee,Macon County,8096,1307,9487,0.853378307,0.137767471
Tennessee,Madison County,23943,18390,42950,0.557462165,0.428172293
Tennessee,Marion County,9911,3177,13256,0.747661436,0.239665057
Tennessee,Marshall County,11043,3605,14878,0.74223686,0.242304073
Tennessee,Maury County,31464,14418,46657,0.674368262,0.309021154
Tennessee,McMinn County,18198,4361,22844,0.796620557,0.19090352
Tennessee,McNairy County,9093,1943,11275,0.806474501,0.17232816
Tennessee,Meigs County,4467,1008,5532,0.807483731,0.182212581
Tennessee,Monroe County,16783,3764,20797,0.806991393,0.180987642
Tennessee,Montgomery County,42187,32472,76758,0.549610464,0.423043852
Tennessee,Moore County,2888,573,3539,0.816049732,0.161910144
Tennessee,Morgan County,6930,1167,8228,0.842245989,0.141832766
Tennessee,Obion County,10790,2589,13521,0.798017898,0.19147992
Tennessee,Overton County,7918,2033,10037,0.78888114,0.202550563
Tennessee,Perry County,2775,615,3428,0.809509918,0.179404901
Tennessee,Pickett County,2381,525,2931,0.812350734,0.179119754
Tennessee,Polk County,6792,1492,8360,0.812440191,0.1784689
Tennessee,Putnam County,23759,9185,33593,0.707260441,0.273420058
Tennessee,Rhea County,11050,2369,13637,0.81029552,0.17371856
Tennessee,Roane County,19230,6043,25917,0.741984026,0.233167419
Tennessee,Robertson County,24536,8692,33717,0.727704126,0.257792805
Tennessee,Rutherford County,81480,59341,143878,0.566313126,0.412439706
Tennessee,Scott County,8004,986,9052,0.884224481,0.108926204
Tennessee,Sequatchie County,5855,1298,7252,0.807363486,0.178985108
Tennessee,Sevier County,33783,8721,43535,0.775996325,0.20032158
Tennessee,Shelby County,129815,246105,382055,0.339780922,0.644161181
Tennessee,Smith County,7136,1802,9051,0.788421169,0.199094023
Tennessee,Stewart County,4950,1232,6296,0.786213469,0.195679797
Tennessee,Sullivan County,55860,17272,74357,0.751240636,0.232284788
Tennessee,Sumner County,63454,27680,92630,0.685026449,0.298823275
Tennessee,Tipton County,20070,6837,27308,0.734949465,0.250366193
Tennessee,Trousdale County,2936,1012,3998,0.734367184,0.253126563
Tennessee,Unicoi County,6599,1615,8307,0.794390273,0.194414349
Tennessee,Union County,6803,1249,8123,0.837498461,0.153760926
Tennessee,Van Buren County,2342,544,2921,0.801780212,0.18623759
Tennessee,Warren County,12323,4126,16692,0.738257848,0.24718428
Tennessee,Washington County,40444,18638,60203,0.671793764,0.309585901
Tennessee,Wayne County,5795,820,6669,0.868945869,0.122956965
Tennessee,Weakley County,10396,3020,13735,0.756898435,0.219876229
Tennessee,White County,9606,2143,11895,0.807566204,0.180159731
Tennessee,Williamson County,86469,50161,139016,0.622007539,0.360828969
Tennessee,Wilson County,50296,22254,74330,0.676658146,0.299394592
Texas,Anderson County,15110,3955,19227,0.785874031,0.205700317
Texas,Andrews County,4943,850,5863,0.843083746,0.144976974
Texas,Angelina County,25076,9143,34574,0.725284896,0.264447273
Texas,Aransas County,9239,2916,12290,0.75174939,0.23726607
Texas,Archer County,4300,446,4796,0.896580484,0.092994162
Texas,Armstrong County,1035,75,1112,0.930755396,0.067446043
Texas,Atascosa County,12039,5876,18118,0.664477315,0.324318357
Texas,Austin County,11447,2951,14554,0.78651917,0.202762127
Texas,Bailey County,1434,409,1860,0.770967742,0.219892473
Texas,Bandera County,10057,2505,12715,0.790955564,0.197011404
Texas,Bastrop County,20516,15474,36665,0.559552707,0.422037365
Texas,Baylor County,1494,183,1702,0.877790834,0.107520564
Texas,Bee County,6006,3288,9420,0.637579618,0.349044586
Texas,Bell County,67893,57014,127375,0.533016683,0.447607458
Texas,Bexar County,308618,448452,768952,0.401348849,0.583198951
Texas,Blanco County,5443,1911,7441,0.731487703,0.25682032
Texas,Borden County,397,16,416,0.954326923,0.038461538
Texas,Bosque County,7469,1561,9126,0.818430857,0.171049748
Texas,Bowie County,27116,10747,38261,0.70871122,0.280886542
Texas,Brazoria County,90433,62228,154984,0.583498942,0.401512414
Texas,Brazos County,47530,35349,85061,0.558775467,0.415572354
Texas,Brewster County,2461,2258,4822,0.510369141,0.468270427
Texas,Briscoe County,639,78,725,0.88137931,0.107586207
Texas,Brooks County,998,1470,2484,0.401771337,0.59178744
Texas,Brown County,13698,2107,15969,0.857786962,0.13194314
Texas,Burleson County,6743,1788,8609,0.783250087,0.207689627
Texas,Burnet County,18767,5639,24717,0.759274993,0.228142574
Texas,Caldwell County,8031,6672,14973,0.536365458,0.445602084
Texas,Calhoun County,5641,2148,7856,0.718049898,0.273421589
Texas,Callahan County,6012,734,6832,0.879976581,0.107435597
Texas,Cameron County,49032,64063,114174,0.429449787,0.561099725
Texas,Camp County,3626,1394,5060,0.716600791,0.275494071
Texas,Carson County,2779,297,3122,0.890134529,0.095131326
Texas,Cass County,11033,2795,13927,0.792202197,0.200689309
Texas,Castro County,1602,466,2083,0.769083053,0.223715795
Texas,Chambers County,17353,3997,21652,0.801450212,0.184601884
Texas,Cherokee County,15101,4210,19508,0.77409268,0.215808899
Texas,Childress County,1943,310,2279,0.852566915,0.136024572
Texas,Clay County,5069,614,5741,0.882947222,0.106950009
Texas,Cochran County,809,177,1000,0.809,0.177
Texas,Coke County,1586,178,1779,0.891512085,0.100056211
Texas,Coleman County,3641,451,4124,0.882880698,0.109359845
Texas,Collin County,252318,230945,492216,0.512616412,0.469194419
Texas,Collingsworth County,1048,155,1218,0.860426929,0.1272578
Texas,Colorado County,7472,2420,9975,0.749072682,0.242606516
Texas,Comal County,62740,24826,88863,0.706030631,0.279373868
Texas,Comanche County,5177,853,6086,0.850640815,0.140157739
Texas,Concho County,1058,197,1268,0.834384858,0.155362776
Texas,Cooke County,15596,3210,18988,0.821360859,0.169054139
Texas,Coryell County,15438,7565,23490,0.657215837,0.322051937
Texas,Cottle County,540,113,662,0.81570997,0.170694864
Texas,Crane County,1247,241,1503,0.829673985,0.160345975
Texas,Crockett County,1220,344,1574,0.775095299,0.218551461
Texas,Crosby County,1396,527,1953,0.714797747,0.26984127
Texas,Culberson County,415,438,864,0.480324074,0.506944444
Texas,Dallam County,1389,197,1609,0.863269111,0.122436296
Texas,Dallas County,307076,598576,921638,0.333185047,0.649469748
Texas,Dawson County,2951,808,3789,0.778833465,0.213248878
Texas,DeWitt County,6567,1494,8118,0.808943089,0.184035477
Texas,Deaf Smith County,3294,1264,4610,0.714533623,0.274186551
Texas,Delta County,2162,403,2592,0.834104938,0.155478395
Texas,Denton County,222480,188695,417964,0.532294647,0.451462327
Texas,Dickens County,853,130,988,0.863360324,0.131578947
Texas,Dimmit County,1384,2264,3666,0.377523186,0.61756683
Texas,Donley County,1438,198,1648,0.872572816,0.120145631
Texas,Duval County,2443,2575,5053,0.483475163,0.509598258
Texas,Eastland County,7237,983,8292,0.872768934,0.118547998
Texas,Ector County,32697,11367,44581,0.733429039,0.254974092
Texas,Edwards County,893,168,1066,0.837711069,0.157598499
