SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2020,NPOPCHG_2020,BIRTHS2020,DEATHS2020,NATURALINC2020,INTERNATIONALMIG2020,DOMESTICMIG2020,NETMIG2010,NETMIG2020,RESIDUAL2020,GQESTIMATES2020,RBIRTH2020,RDEATH2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
50,3,7,5,59,Arkansas,Hot Spring County,32923,33016,33787,3,361,410,-49,10,41,179,51,1,2162,10.6850572,12.13538352,-1.450326323,0.295984964,1.213538352,1.509523316
50,3,7,5,61,Arkansas,Howard County,13789,13780,13109,-110,165,177,-12,6,-104,4,-98,0,181,12.53418414,13.44576117,-0.911577028,0.455788514,-7.900334245,-7.444545731
50,3,7,5,63,Arkansas,Independence County,36647,36643,37757,-62,431,461,-30,13,-45,138,-32,0,957,11.40573727,12.1996401,-0.793902826,0.344024558,-1.190854239,-0.846829681
50,3,7,5,65,Arkansas,Izard County,13696,13708,13613,-7,125,202,-77,0,71,11,71,-1,944,9.180038923,14.8349429,-5.654903977,0,5.214262109,5.214262109
50,3,7,5,67,Arkansas,Jackson County,17997,18005,16636,-146,187,227,-40,-1,-105,46,-106,0,2117,11.1915734,13.58549285,-2.393919445,-0.059847986,-6.284038542,-6.343886528
50,3,7,5,69,Arkansas,Jefferson County,77435,77429,65377,-1760,789,880,-91,27,-1684,-168,-1657,-12,5351,11.90817574,13.28161553,-1.373439787,0.407504113,-25.41618244,-25.00867833
50,3,7,5,71,Arkansas,Johnson County,25540,25544,26513,-83,329,271,58,20,-163,7,-143,2,626,12.38961381,10.20542658,2.184187238,0.753168013,-6.138319306,-5.385151293
50,3,7,5,73,Arkansas,Lafayette County,7645,7634,6596,-60,66,103,-37,8,-31,-6,-23,0,82,9.96076064,15.54482342,-5.584062783,1.207364926,-4.678539088,-3.471174162
50,3,7,5,75,Arkansas,Lawrence County,17415,17410,16410,-30,185,276,-91,2,59,86,61,0,691,11.26331811,16.80365297,-5.540334855,0.121765601,3.592085236,3.713850837
50,3,7,5,77,Arkansas,Lee County,10424,10430,8513,-376,81,121,-40,12,-345,-43,-333,-3,1624,9.309274796,13.90644754,-4.597172739,1.379151822,-39.65061487,-38.27146305
50,3,7,5,79,Arkansas,Lincoln County,14134,14141,12944,-68,126,167,-41,19,-46,-70,-27,0,3519,9.708737864,12.86793034,-3.15919248,1.464016027,-3.544459855,-2.080443828
50,3,7,5,81,Arkansas,Little River County,13171,13168,12180,-188,155,182,-27,-3,-156,-25,-159,-2,123,12.62832003,14.8280919,-2.199771876,-0.244419097,-12.70979306,-12.95421216
50,3,7,5,83,Arkansas,Logan County,22353,22361,21410,-85,243,312,-69,6,-22,-9,-16,0,575,11.32735113,14.54375947,-3.216408344,0.279687682,-1.025521501,-0.745833819
50,3,7,5,85,Arkansas,Lonoke County,68356,68375,73921,273,888,755,133,6,128,229,134,6,572,12.03504801,10.23250141,1.802546605,0.081317892,1.734781695,1.816099587
50,3,7,5,87,Arkansas,Madison County,15717,15725,16644,125,195,157,38,5,82,-23,87,0,79,11.76009408,9.468383439,2.291710641,0.301540874,4.945270331,5.246811205
50,3,7,5,89,Arkansas,Marion County,16653,16644,16790,145,141,300,-159,5,303,16,308,-4,141,8.43427546,17.94526694,-9.510991476,0.299087782,18.12471961,18.42380739
50,3,7,5,91,Arkansas,Miller County,43462,43462,43177,-193,524,495,29,-14,-210,19,-224,2,1339,12.10902747,11.43887137,0.6701561,-0.323523635,-4.852854518,-5.176378153
50,3,7,5,93,Arkansas,Mississippi County,46480,46480,40066,-651,563,532,31,7,-688,-143,-681,-1,767,13.93857619,13.17108798,0.767488209,0.173303789,-17.03328671,-16.85998292
50,3,7,5,95,Arkansas,Monroe County,8149,8155,6584,-139,104,124,-20,0,-119,-39,-119,0,84,15.63087097,18.6368077,-3.005936725,0,-17.88532351,-17.88532351
50,3,7,5,97,Arkansas,Montgomery County,9487,9501,9006,-41,86,160,-74,0,33,-2,33,0,121,9.527502354,17.72558578,-8.198083421,0,3.655902066,3.655902066
50,3,7,5,99,Arkansas,Nevada County,8997,9015,8099,-106,79,114,-35,-3,-67,-23,-70,-1,157,9.690873405,13.98429833,-4.293424926,-0.368007851,-8.218842002,-8.586849853
50,3,7,5,101,Arkansas,Newton County,8330,8315,7602,-110,66,115,-49,0,-62,10,-62,1,51,8.619563798,15.01893692,-6.399373123,0,-8.097165992,-8.097165992
50,3,7,5,103,Arkansas,Ouachita County,26120,26128,23167,-205,257,360,-103,1,-101,-1,-100,-2,352,11.04450031,15.47089538,-4.426395067,0.042974709,-4.340445648,-4.297470938
50,3,7,5,105,Arkansas,Perry County,10445,10444,10327,-90,96,143,-47,0,-41,18,-41,-2,152,9.255688392,13.78711917,-4.531430775,0,-3.952950251,-3.952950251
50,3,7,5,107,Arkansas,Phillips County,21757,21755,17299,-470,247,275,-28,-2,-437,-114,-439,-3,246,14.08691685,15.6838143,-1.596897456,-0.114064104,-24.92300673,-25.03707083
50,3,7,5,109,Arkansas,Pike County,11291,11286,10643,-62,104,148,-44,8,-27,2,-19,1,196,9.74330148,13.86546749,-4.122166011,0.749484729,-2.529510961,-1.780026232
50,3,7,5,111,Arkansas,Poinsett County,24583,24570,23283,-219,278,362,-84,2,-139,-16,-137,2,341,11.8841509,15.47504542,-3.590894517,0.085497489,-5.942075452,-5.856577963
50,3,7,5,113,Arkansas,Polk County,20662,20654,19707,-237,192,316,-124,1,-113,7,-112,-1,155,9.684497238,15.93906837,-6.254571133,0.05044009,-5.699730146,-5.649290056
50,3,7,5,115,Arkansas,Pope County,61754,61754,64334,189,767,636,131,16,39,245,55,3,3345,11.93969443,9.900450657,2.039243768,0.249067941,0.607103106,0.856171047
50,3,7,5,117,Arkansas,Prairie County,8715,8720,7966,-127,86,130,-44,0,-83,-13,-83,0,131,10.71050501,16.19029828,-5.479793262,0,-10.33688274,-10.33688274
50,3,7,5,119,Arkansas,Pulaski County,382748,382752,392980,662,5010,4104,906,309,-578,260,-269,25,8613,12.75948748,10.45208316,2.307404323,0.786962402,-1.472052648,-0.685090246
50,3,7,5,121,Arkansas,Randolph County,17969,17969,18247,86,269,272,-3,17,73,8,90,-1,349,14.77697209,14.94177104,-0.164798945,0.93386069,4.010107669,4.943968359
50,3,7,5,123,Arkansas,St. Francis County,28258,28246,24682,-295,287,334,-47,17,-265,-123,-248,0,4095,11.55883123,13.45174087,-1.892909644,0.684669446,-10.67278842,-9.988118971
50,3,7,5,125,Arkansas,Saline County,107118,107126,123968,1418,1339,1201,138,40,1243,458,1283,-3,1407,10.8633041,9.743710398,1.119593701,0.324519913,10.08445631,10.40897622
50,3,7,5,127,Arkansas,Scott County,11233,11217,10164,-53,114,129,-15,0,-38,38,-38,0,79,11.18688975,12.65884893,-1.471959178,0,-3.72896325,-3.72896325
50,3,7,5,129,Arkansas,Searcy County,8195,8195,7842,-20,68,121,-53,2,31,6,33,0,71,8.660213958,15.4100866,-6.749872644,0.254712175,3.948038716,4.202750892
50,3,7,5,131,Arkansas,Sebastian County,125744,125768,127590,-98,1615,1383,232,-11,-324,-93,-335,5,2185,12.65287256,10.83524628,1.817626274,-0.086180556,-2.538409107,-2.624589663
50,3,7,5,133,Arkansas,Sevier County,17058,17061,16702,-270,233,166,67,-12,-323,41,-335,-2,173,13.83856982,9.859238582,3.979331235,-0.712716042,-19.18394013,-19.89665617
50,3,7,5,135,Arkansas,Sharp County,17264,17258,17424,148,176,250,-74,3,223,-8,226,-4,189,10.14409222,14.4092219,-4.265129683,0.172910663,12.85302594,13.0259366
50,3,7,5,137,Arkansas,Stone County,12394,12396,12674,60,135,184,-49,-1,111,26,110,-1,151,10.67700095,14.55235685,-3.8753559,-0.079088896,8.778867447,8.699778551
50,3,7,5,139,Arkansas,Union County,41639,41634,38219,-458,434,573,-139,7,-325,-97,-318,-1,524,11.28797337,14.90324594,-3.615272576,0.182064087,-8.452975447,-8.270911361
50,3,7,5,141,Arkansas,Van Buren County,17295,17294,16541,12,145,262,-117,10,120,13,130,-1,189,8.769277291,15.8451769,-7.075899607,0.604777744,7.25733293,7.862110674
50,3,7,5,143,Arkansas,Washington County,203065,203045,243216,3824,3220,1761,1459,324,2028,500,2352,13,7996,13.34416338,7.297848357,6.046315022,1.342704638,8.404336439,9.747041077
50,3,7,5,145,Arkansas,White County,77076,77075,78729,108,880,899,-19,12,111,161,123,4,3033,11.1852558,11.42675564,-0.241499841,0.152526215,1.410867493,1.563393708
50,3,7,5,147,Arkansas,Woodruff County,7260,7264,6264,-167,91,105,-14,0,-152,-7,-152,-1,106,14.3363529,16.54194565,-2.205592753,0,-23.9464356,-23.9464356
50,3,7,5,149,Arkansas,Yell County,22185,22185,21181,-195,250,252,-2,22,-214,-29,-192,-1,323,11.74894847,11.84294006,-0.093991588,1.033907465,-10.05709989,-9.023192424
40,4,9,6,0,California,California,37253956,37254522,39368078,-69532,448160,304961,143199,28803,-242313,-576,-213510,779,829974,11.3737983,7.73956824,3.634230057,0.730987844,-6.149632245,-5.4186444
50,4,9,6,1,California,Alameda County,1510271,1510283,1662323,-6089,18186,11948,6238,4436,-16777,87,-12341,14,36710,10.92011223,7.174392439,3.745719789,2.663676336,-10.07405272,-7.410376388
50,4,9,6,3,California,Alpine County,1175,1175,1119,6,10,13,-3,0,8,-13,8,1,24,8.960573477,11.64874552,-2.688172043,0,7.168458781,7.168458781
50,4,9,6,5,California,Amador County,38091,38091,40083,390,314,494,-180,11,564,-218,575,-5,4390,7.872041717,12.3846771,-4.512635379,0.275772162,14.13959085,14.41536302
50,4,9,6,7,California,Butte County,220000,220005,212744,-5982,2236,2371,-135,20,-5850,-143,-5830,-17,5443,10.36456764,10.99033537,-0.625767724,0.09270633,-27.11660139,-27.02389506
50,4,9,6,9,California,Calaveras County,45578,45577,46308,189,390,569,-179,3,369,-36,372,-4,493,8.439092473,12.31241953,-3.873327058,0.064916096,7.984679801,8.049595897
50,4,9,6,11,California,Colusa County,21419,21407,21558,84,260,134,126,-35,-8,-29,-43,1,262,12.08403049,6.227923406,5.856107083,-1.626696412,-0.371816323,-1.998512735
50,4,9,6,13,California,Contra Costa County,1049025,1049188,1152333,-550,11771,9228,2543,1515,-4664,2056,-3149,56,10284,10.21249202,8.006191177,2.206300841,1.31441045,-4.046475471,-2.732065021
50,4,9,6,15,California,Del Norte County,28610,28610,27968,65,267,306,-39,16,87,-42,103,1,3082,9.557731202,10.9538043,-1.396073097,0.572747937,3.114316909,3.687064846
50,4,9,6,17,California,El Dorado County,181058,181079,192925,-132,1608,1846,-238,41,67,17,108,-2,1643,8.331994756,9.565212886,-1.233218129,0.21244514,0.347166448,0.559611588
50,4,9,6,19,California,Fresno County,930450,930503,1000918,3071,14251,7941,6310,41,-3336,-789,-3295,56,17672,14.25980543,7.945906597,6.313898833,0.041025333,-3.338061253,-3.29703592
50,4,9,6,21,California,Glenn County,28122,28121,28283,-162,385,249,136,-25,-273,-76,-298,0,319,13.57354393,8.778733606,4.794810323,-0.881398956,-9.624876604,-10.50627556
50,4,9,6,23,California,Humboldt County,134623,134613,134977,-862,1370,1523,-153,13,-725,273,-712,3,5258,10.1175706,11.24748907,-1.129918469,0.096006144,-5.354188822,-5.258182678
50,4,9,6,25,California,Imperial County,174528,174522,180267,-172,2541,1120,1421,-75,-1522,-340,-1597,4,8535,14.0890365,6.210043637,7.878992864,-0.415851136,-8.439005728,-8.854856864
50,4,9,6,27,California,Inyo County,18546,18533,18046,53,181,192,-11,4,61,-36,65,-1,410,10.04467383,10.65512362,-0.610449791,0.221981742,3.385221566,3.607203308
50,4,9,6,29,California,Kern County,839631,839619,901362,2464,12826,6980,5846,-316,-3122,-345,-3438,56,30547,14.24905292,7.75443547,6.494617444,-0.351060402,-3.4683879,-3.819448302
50,4,9,6,31,California,Kings County,152982,152990,152692,-35,2184,986,1198,-94,-1143,-1106,-1237,4,15835,14.30166427,6.456703741,7.84496053,-0.615547821,-7.48479957,-8.100347392
50,4,9,6,33,California,Lake County,64665,64662,64479,16,732,917,-185,-23,226,78,203,-2,1101,11.35394208,14.2234493,-2.86950722,-0.356749546,3.505452064,3.148702517
50,4,9,6,35,California,Lassen County,34895,34895,30016,-678,291,208,83,2,-761,-58,-759,-2,7045,9.586559051,6.852248394,2.734310657,0.065887004,-25.07000494,-25.00411794
50,4,9,6,37,California,Los Angeles County,9818605,9818646,9943046,-68556,107789,73513,34276,7573,-110428,-15415,-102855,23,180231,10.80339779,7.368007694,3.435390091,0.759021156,-11.06789756,-10.30887641
50,4,9,6,39,California,Madera County,150865,150834,157761,1044,2042,1178,864,-184,360,-74,176,4,7131,12.98660002,7.491780029,5.494819987,-1.170193145,2.289508328,1.119315183
50,4,9,6,41,California,Marin County,252409,252425,257332,-1753,2065,2183,-118,255,-1892,389,-1637,2,8416,7.997412943,8.454407969,-0.456995025,0.987573995,-7.327411762,-6.339837767
50,4,9,6,43,California,Mariposa County,18251,18271,17160,43,136,185,-49,7,87,22,94,-2,726,7.935350235,10.79441025,-2.859060011,0.408437144,5.076290224,5.484727368
50,4,9,6,45,California,Mendocino County,87841,87850,86061,-871,890,979,-89,-24,-756,-183,-780,-2,1970,10.28943368,11.31837704,-1.028943368,-0.277467874,-8.740238044,-9.017705919
50,4,9,6,47,California,Merced County,255793,255797,279252,2138,3855,1922,1933,-205,392,276,187,18,6943,13.85778426,6.909120974,6.94866329,-0.736924974,1.40914434,0.672219366
50,4,9,6,49,California,Modoc County,9686,9686,8763,-103,68,104,-36,-2,-64,4,-66,-1,333,7.714561234,11.79874071,-4.084179477,-0.22689886,-7.260763515,-7.487662374
50,4,9,6,51,California,Mono County,14202,14204,14534,84,119,42,77,33,-29,34,4,3,337,8.211426994,2.898150704,5.31327629,2.27711841,-2.001104057,0.276014353
50,4,9,6,53,California,Monterey County,415057,415058,430906,-2474,5799,2892,2907,-260,-5111,164,-5371,-10,17092,13.41916912,6.692229193,6.726939925,-0.601652694,-11.82710353,-12.42875622
50,4,9,6,55,California,Napa County,136484,136535,135965,-1713,1226,1415,-189,-29,-1490,167,-1519,-5,5079,8.960580026,10.34194187,-1.381361847,-0.211954992,-10.89010134,-11.10205633
50,4,9,6,57,California,Nevada County,98764,98749,99606,-42,790,1065,-275,-4,239,35,235,-2,1172,7.929577323,10.68987323,-2.760295904,-0.040149759,2.398948076,2.358798318
50,4,9,6,59,California,Orange County,3010232,3010258,3166857,-3994,35163,23233,11930,2336,-18375,1473,-16039,115,43650,11.09644054,7.331672586,3.764767957,0.737175017,-5.798626254,-5.061451238
50,4,9,6,61,California,Placer County,348432,348481,402950,4032,3678,3692,-14,51,4017,1239,4068,-22,3932,9.173579691,9.208498157,-0.034918465,0.127202981,10.01910539,10.14630837
50,4,9,6,63,California,Plumas County,20007,20007,18967,-85,154,212,-58,1,-27,-47,-26,-1,280,8.101212552,11.15231858,-3.051106026,0.052605276,-1.42034246,-1.367737184
50,4,9,6,65,California,Riverside County,2189641,2189785,2489188,23619,28383,19696,8687,-781,15656,7459,14875,57,34027,11.45686862,7.950339442,3.50652918,-0.315252595,6.319583382,6.004330788
50,4,9,6,67,California,Sacramento County,1418788,1418736,1559146,7486,19084,13340,5744,1599,39,245,1638,104,23150,12.269489,8.576555401,3.6929336,1.028029392,0.025073888,1.053103279
50,4,9,6,69,California,San Benito County,55269,55265,64055,1252,808,383,425,-48,878,116,830,-3,397,12.73865267,6.038247489,6.700405177,-0.756751644,13.84224881,13.08549717
50,4,9,6,71,California,San Bernardino County,2035210,2035172,2189183,11904,28808,16533,12275,-556,-1,1344,-557,186,38664,13.19512228,7.572721347,5.622400928,-0.254668425,-0.000458037,-0.255126462
50,4,9,6,73,California,San Diego County,3095313,3095352,3332427,1968,39080,25040,14040,2458,-14678,2173,-12220,148,110390,11.73065245,7.516262472,4.214389981,0.737818417,-4.405898585,-3.668080168
50,4,9,6,75,California,San Francisco County,805235,805184,866606,-12220,8547,6898,1649,2118,-15926,-473,-13808,-61,25704,9.793564,7.904060427,1.889503573,2.426906348,-18.24877738,-15.82187103
50,4,9,6,77,California,San Joaquin County,685306,685298,767967,6396,9957,6339,3618,269,2473,429,2742,36,15882,13.01961769,8.288777396,4.730840293,0.351740199,3.233656176,3.585396375
50,4,9,6,79,California,San Luis Obispo County,269637,269599,282249,-479,2423,2641,-218,-50,-222,52,-272,11,16154,8.577340317,9.349053147,-0.771712831,-0.176998356,-0.785872699,-0.962871055
50,4,9,6,81,California,San Mateo County,718451,718528,758308,-6502,8226,5556,2670,1677,-10815,346,-9138,-34,9323,10.80152687,7.295560817,3.505966051,2.202061823,-14.20113215,-11.99907033
50,4,9,6,83,California,Santa Barbara County,423895,423947,444766,-698,5390,3550,1840,162,-2710,-488,-2548,10,19942,12.1092302,7.975467014,4.133763185,0.363950889,-6.088314256,-5.724363367
50,4,9,6,85,California,Santa Clara County,1781642,1781680,1907105,-15306,21070,12110,8960,6959,-31149,654,-24190,-76,30408,11.00400155,6.32455903,4.67944252,3.634401841,-16.26785213,-12.63345028
50,4,9,6,87,California,Santa Cruz County,262382,262345,269925,-2945,2402,2096,306,-26,-3219,430,-3245,-6,13687,8.850486832,7.722989342,1.12749749,-0.09580044,-11.86083144,-11.95663188
50,4,9,6,89,California,Shasta County,177223,177222,179027,-618,1918,2381,-463,102,-265,14,-163,8,2924,10.69500825,13.27675425,-2.581745996,0.568764777,-1.477673194,-0.908908418
50,4,9,6,91,California,Sierra County,3240,3239,2920,-39,18,40,-22,0,-17,-5,-17,0,33,6.12349039,13.60775642,-7.484266032,0,-5.783296479,-5.783296479
50,4,9,6,93,California,Siskiyou County,44900,44899,43245,-418,383,607,-224,5,-198,57,-193,-1,596,8.813918166,13.96879459,-5.154876421,0.115064206,-4.556542551,-4.441478345
50,4,9,6,95,California,Solano County,413344,413343,446935,-499,5023,3953,1070,102,-1690,122,-1588,19,11825,11.23250023,8.839751825,2.392748407,0.228093773,-3.779200755,-3.551106982
50,4,9,6,97,California,Sonoma County,483878,483866,489819,-2499,4353,4751,-398,-53,-2058,374,-2111,10,10527,8.864343773,9.674821334,-0.810477561,-0.107927916,-4.190861356,-4.298789273
50,4,9,6,99,California,Stanislaus County,514453,514451,550081,320,7335,4676,2659,-58,-2313,-308,-2371,32,6536,13.3382795,8.503039528,4.835239971,-0.105469695,-4.206058688,-4.311528383
50,4,9,6,101,California,Sutter County,94737,94751,96385,-525,1244,899,345,31,-898,-123,-867,-3,736,12.87151763,9.301844331,3.569673297,0.320753253,-9.291497452,-8.970744199
50,4,9,6,103,California,Tehama County,63463,63441,64494,-692,765,735,30,-30,-691,107,-721,-1,795,11.79827267,11.33559531,0.46267736,-0.46267736,-10.65700185,-11.11967921
50,4,9,6,105,California,Trinity County,13786,13782,12216,-121,96,180,-84,3,-40,-7,-37,0,375,7.819818352,14.66215941,-6.842341058,0.244369324,-3.258257647,-3.013888323
50,4,9,6,107,California,Tulare County,442179,442176,468680,2929,6787,3404,3383,-291,-194,-423,-485,31,4977,14.52648724,7.285717191,7.240770052,-0.622838926,-0.41522595,-1.038064876
50,4,9,6,109,California,Tuolumne County,55365,55344,54515,225,457,679,-222,13,438,-202,451,-4,3941,8.400349249,12.48104407,-4.080694821,0.238959607,8.051100593,8.290060199
50,4,9,6,111,California,Ventura County,823318,823446,841387,-2816,8820,6741,2079,-320,-4601,291,-4921,26,11350,10.46517837,7.998386322,2.466792043,-0.379689011,-5.459216061,-5.838905072
50,4,9,6,113,California,Yolo County,200849,200855,219728,-291,2068,1489,579,435,-1317,-145,-882,12,10093,9.40540811,6.772075762,2.633332348,1.978410313,-5.989807776,-4.011397463
50,4,9,6,115,California,Yuba County,72155,72142,80160,1611,1138,604,534,1,1081,21,1082,-5,1193,14.34071162,7.611414602,6.729297015,0.01260168,13.62241587,13.63501755
40,4,8,8,0,Colorado,Colorado,5029196,5029319,5807719,49233,63285,42735,20550,3118,25498,8599,28616,67,117920,10.94308807,7.389632122,3.553455952,0.539156966,4.409052062,4.948209028
50,4,8,8,1,Colorado,Adams County,441603,441701,519883,3308,6565,3458,3107,312,-138,802,174,27,4035,12.66814478,6.672725764,5.995419014,0.602050445,-0.266291543,0.335758902
50,4,8,8,3,Colorado,Alamosa County,15445,15440,16180,-20,191,127,64,-3,-82,14,-85,1,852,11.79740581,7.844348363,3.953057443,-0.185299568,-5.064854849,-5.250154416
50,4,8,8,5,Colorado,Arapahoe County,572003,572477,657452,1401,7501,4531,2970,779,-2392,1475,-1613,44,5061,11.42136714,6.899108719,4.522258419,1.186141181,-3.64216907,-2.456027889
50,4,8,8,7,Colorado,Archuleta County,12084,12084,14196,268,109,103,6,6,259,-33,265,-3,129,7.751386716,7.324704878,0.426681838,0.426681838,18.41843266,18.84511449
50,4,8,8,9,Colorado,Baca County,3788,3787,3555,-65,39,49,-10,1,-56,15,-55,0,82,10.87108014,13.65853659,-2.787456446,0.278745645,-15.6097561,-15.33101045
50,4,8,8,11,Colorado,Bent County,6499,6499,5356,-222,41,54,-13,1,-208,13,-207,-2,1518,7.499542711,9.877446497,-2.377903786,0.182915676,-38.04646058,-37.86354491
50,4,8,8,13,Colorado,Boulder County,294567,294560,327171,1151,2517,2164,353,289,485,81,774,24,10463,7.706781018,6.625933303,1.080847715,0.884886656,1.485017399,2.369904056
50,4,8,8,14,Colorado,Broomfield County,55889,55848,72236,1619,672,445,227,40,1355,278,1395,-3,282,9.40827284,6.230180675,3.178092165,0.560016241,18.97055015,19.53056639
50,4,8,8,15,Colorado,Chaffee County,17809,17809,20661,342,138,191,-53,5,394,-1,399,-4,1395,6.734992679,9.321620303,-2.586627623,0.244021474,19.22889214,19.47291362
50,4,8,8,17,Colorado,Cheyenne County,1836,1833,1795,-29,14,14,0,1,-30,-3,-29,0,42,7.736943907,7.736943907,0,0.552638851,-16.57916552,-16.02652666
50,4,8,8,19,Colorado,Clear Creek County,9088,9073,9586,-12,63,81,-18,8,-1,26,7,-1,84,6.567973311,8.444537114,-1.876563803,0.834028357,-0.104253545,0.729774812
50,4,8,8,21,Colorado,Conejos County,8256,8256,8143,-26,97,80,17,1,-44,20,-43,0,36,11.89308485,9.80872977,2.084355076,0.122609122,-5.394801373,-5.272192251
50,4,8,8,23,Colorado,Costilla County,3524,3524,3921,49,36,29,7,7,37,9,44,-2,0,9.239060696,7.442576671,1.796484024,1.796484024,9.49570127,11.29218529
50,4,8,8,25,Colorado,Crowley County,5823,5823,5696,-293,27,48,-21,5,-276,26,-271,-1,2675,4.621309371,8.215661104,-3.594351733,0.855798032,-47.24005135,-46.38425332
50,4,8,8,27,Colorado,Custer County,4255,4251,5183,64,37,42,-5,0,71,25,71,-2,150,7.183071248,8.153756552,-0.970685304,0,13.78373131,13.78373131
